main_category,subcategory,product_name,color,fabric,size,price_inr,rating,reviews_count,stock,website,product_link,image_link,video_link
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 135,Black,Net,XL,131138,3.5,18024,860,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-135,https://www.lorempixel.com/583/826,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Silver Kanjivaram Saree Model 136,Silver,Velvet,M,115198,3.8,7450,341,Amazon,https://www.amazon.in/product/kanjivaram-saree-136,https://placeimg.com/349/561/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Purple Kanjivaram Saree Model 137,Purple,Denim,Free Size,34330,4.6,4303,94,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-137,https://placeimg.com/1013/744/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,White Kanjivaram Saree Model 138,White,Silk,XXL,88600,4.1,12582,604,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-138,https://placeimg.com/921/33/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 139,Brown,Net,S,126571,4.8,24041,502,Amazon,https://www.amazon.in/product/kanjivaram-saree-139,https://www.lorempixel.com/607/774,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Cream Kanjivaram Saree Model 140,Cream,Chiffon,S,69132,4.4,5835,946,Amazon,https://www.amazon.in/product/kanjivaram-saree-140,https://placeimg.com/239/178/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 141,Orange,Cotton,Free Size,15700,4.6,17012,146,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-141,https://placekitten.com/239/790,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Green Kanjivaram Saree Model 142,Green,Rayon,S,76617,4.2,7584,822,Myntra,https://www.myntra.com/product/kanjivaram-saree-142,https://dummyimage.com/273x899,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 143,Black,Linen,M,40100,4.1,17571,48,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-143,https://dummyimage.com/348x762,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Green Kanjivaram Saree Model 144,Green,Velvet,M,9660,3.6,2835,404,Ajio,https://www.ajio.com/product/kanjivaram-saree-144,https://placekitten.com/887/259,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,White Kanjivaram Saree Model 145,White,Denim,XL,85269,4.6,3694,796,Myntra,https://www.myntra.com/product/kanjivaram-saree-145,https://www.lorempixel.com/862/139,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Golden Kanjivaram Saree Model 146,Golden,Net,M,99291,4.5,14963,791,Myntra,https://www.myntra.com/product/kanjivaram-saree-146,https://placeimg.com/926/293/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Red Kanjivaram Saree Model 147,Red,Silk,Free Size,137908,3.7,22141,23,Amazon,https://www.amazon.in/product/kanjivaram-saree-147,https://placekitten.com/483/637,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Yellow Kanjivaram Saree Model 148,Yellow,Chiffon,XS,110869,4.9,1590,991,Myntra,https://www.myntra.com/product/kanjivaram-saree-148,https://dummyimage.com/845x896,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Lavender Kanjivaram Saree Model 149,Lavender,Cotton,L,61523,4.0,22025,48,Myntra,https://www.myntra.com/product/kanjivaram-saree-149,https://www.lorempixel.com/487/498,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 150,Orange,Net,L,117640,4.3,10596,398,Myntra,https://www.myntra.com/product/kanjivaram-saree-150,https://dummyimage.com/760x814,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Sky Blue Kanjivaram Saree Model 151,Sky Blue,Net,XL,21384,4.2,13113,491,Myntra,https://www.myntra.com/product/kanjivaram-saree-151,https://placekitten.com/718/641,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Cream Kanjivaram Saree Model 152,Cream,Organza,XS,115199,3.9,19525,658,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-152,https://www.lorempixel.com/705/46,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Maroon Kanjivaram Saree Model 153,Maroon,Chiffon,XL,130494,3.5,16092,514,Myntra,https://www.myntra.com/product/kanjivaram-saree-153,https://www.lorempixel.com/220/943,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 154,Black,Net,S,35320,4.5,15796,720,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-154,https://www.lorempixel.com/694/985,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Sky Blue Kanjivaram Saree Model 155,Sky Blue,Linen,XL,32431,4.7,10110,629,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-155,https://www.lorempixel.com/73/702,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,White Kanjivaram Saree Model 156,White,Polyester,Free Size,142629,3.6,16154,206,Ajio,https://www.ajio.com/product/kanjivaram-saree-156,https://placekitten.com/367/580,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Peach Kanjivaram Saree Model 157,Peach,Chiffon,L,132718,3.9,23288,292,Amazon,https://www.amazon.in/product/kanjivaram-saree-157,https://placekitten.com/729/1002,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 158,Orange,Cotton,XXL,21763,3.8,22948,698,Amazon,https://www.amazon.in/product/kanjivaram-saree-158,https://placeimg.com/518/235/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Silver Kanjivaram Saree Model 159,Silver,Organza,M,19819,5.0,20600,740,Ajio,https://www.ajio.com/product/kanjivaram-saree-159,https://placeimg.com/528/781/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Cream Kanjivaram Saree Model 160,Cream,Silk,M,38513,4.7,11905,333,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-160,https://dummyimage.com/183x380,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Purple Kanjivaram Saree Model 161,Purple,Chiffon,M,88102,4.6,4206,570,Ajio,https://www.ajio.com/product/kanjivaram-saree-161,https://placekitten.com/204/263,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 162,Orange,Silk,XS,30887,4.1,20048,476,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-162,https://placekitten.com/770/933,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Yellow Kanjivaram Saree Model 163,Yellow,Velvet,L,9144,4.6,5282,57,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-163,https://dummyimage.com/318x238,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Sky Blue Kanjivaram Saree Model 164,Sky Blue,Silk,Free Size,47033,3.9,17697,685,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-164,https://dummyimage.com/346x227,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 165,Brown,Organza,L,80113,4.2,11374,435,Ajio,https://www.ajio.com/product/kanjivaram-saree-165,https://dummyimage.com/6x432,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 166,Orange,Linen,Free Size,106334,3.6,280,747,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-166,https://dummyimage.com/280x809,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Peach Kanjivaram Saree Model 167,Peach,Velvet,Free Size,24824,4.0,8379,112,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-167,https://dummyimage.com/985x897,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Purple Kanjivaram Saree Model 168,Purple,Organza,XS,130319,4.6,17583,695,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-168,https://www.lorempixel.com/849/627,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Silver Kanjivaram Saree Model 169,Silver,Velvet,M,113675,5.0,10762,161,Amazon,https://www.amazon.in/product/kanjivaram-saree-169,https://placekitten.com/897/286,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Red Kanjivaram Saree Model 170,Red,Velvet,XL,91796,4.7,23347,382,Ajio,https://www.ajio.com/product/kanjivaram-saree-170,https://dummyimage.com/208x393,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Orange Kanjivaram Saree Model 171,Orange,Velvet,M,149586,3.8,17818,928,Ajio,https://www.ajio.com/product/kanjivaram-saree-171,https://placeimg.com/226/294/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Maroon Kanjivaram Saree Model 172,Maroon,Rayon,S,16042,3.8,12411,4,Myntra,https://www.myntra.com/product/kanjivaram-saree-172,https://placekitten.com/276/745,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Yellow Kanjivaram Saree Model 173,Yellow,Denim,Free Size,148244,4.2,21213,103,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-173,https://dummyimage.com/304x83,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Green Kanjivaram Saree Model 174,Green,Rayon,M,107246,4.6,23090,826,Myntra,https://www.myntra.com/product/kanjivaram-saree-174,https://placeimg.com/707/784/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 175,Brown,Velvet,XL,78974,4.4,15858,53,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-175,https://dummyimage.com/344x4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Sky Blue Kanjivaram Saree Model 176,Sky Blue,Chiffon,XL,128963,4.8,20967,439,Myntra,https://www.myntra.com/product/kanjivaram-saree-176,https://dummyimage.com/876x763,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Blue Kanjivaram Saree Model 177,Blue,Net,XS,116699,4.8,6642,557,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-177,https://placekitten.com/858/636,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Sky Blue Kanjivaram Saree Model 178,Sky Blue,Denim,XS,94993,4.6,5958,859,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-178,https://placekitten.com/924/173,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 179,Black,Chiffon,L,6069,3.9,12387,774,Ajio,https://www.ajio.com/product/kanjivaram-saree-179,https://placekitten.com/121/669,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Peach Kanjivaram Saree Model 180,Peach,Chiffon,XS,54834,3.5,4535,92,Amazon,https://www.amazon.in/product/kanjivaram-saree-180,https://placeimg.com/297/17/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 181,Black,Net,XXL,50222,4.0,16098,858,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-181,https://www.lorempixel.com/360/452,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Purple Kanjivaram Saree Model 182,Purple,Silk,XL,38096,3.7,7311,401,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-182,https://dummyimage.com/15x738,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Pink Kanjivaram Saree Model 183,Pink,Net,XS,100370,4.8,16567,753,Amazon,https://www.amazon.in/product/kanjivaram-saree-183,https://placeimg.com/954/355/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Lavender Kanjivaram Saree Model 184,Lavender,Denim,M,52953,3.7,16784,341,Amazon,https://www.amazon.in/product/kanjivaram-saree-184,https://placeimg.com/210/0/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Green Kanjivaram Saree Model 185,Green,Denim,L,61595,4.2,7556,324,Tata CLiQ,https://www.tatacliq.com/product/kanjivaram-saree-185,https://www.lorempixel.com/49/901,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Silver Kanjivaram Saree Model 186,Silver,Rayon,M,55363,4.7,3606,288,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-186,https://placekitten.com/1017/21,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Blue Kanjivaram Saree Model 187,Blue,Cotton,XS,22131,4.3,13007,393,Ajio,https://www.ajio.com/product/kanjivaram-saree-187,https://dummyimage.com/279x807,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Red Kanjivaram Saree Model 188,Red,Polyester,M,79325,4.7,11155,652,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-188,https://placeimg.com/674/627/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Yellow Kanjivaram Saree Model 189,Yellow,Chiffon,S,106513,4.1,9303,902,Amazon,https://www.amazon.in/product/kanjivaram-saree-189,https://placekitten.com/713/784,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 190,Brown,Linen,S,111705,4.7,17961,850,Ajio,https://www.ajio.com/product/kanjivaram-saree-190,https://placeimg.com/342/237/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Silver Kanjivaram Saree Model 191,Silver,Linen,M,5619,4.3,15173,729,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-191,https://placekitten.com/87/102,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Peach Kanjivaram Saree Model 192,Peach,Rayon,L,144522,3.8,10947,415,Amazon,https://www.amazon.in/product/kanjivaram-saree-192,https://placekitten.com/600/142,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Black Kanjivaram Saree Model 193,Black,Silk,S,57101,4.0,5617,968,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-193,https://placeimg.com/316/841/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 194,Brown,Cotton,S,57575,4.3,21245,593,Myntra,https://www.myntra.com/product/kanjivaram-saree-194,https://www.lorempixel.com/1022/774,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Yellow Kanjivaram Saree Model 195,Yellow,Georgette,XL,132743,3.5,616,125,Nykaa Fashion,https://www.nykaafashion.com/product/kanjivaram-saree-195,https://dummyimage.com/178x983,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Pink Kanjivaram Saree Model 196,Pink,Polyester,XXL,139413,4.3,3488,444,Flipkart,https://www.flipkart.com/product/kanjivaram-saree-196,https://dummyimage.com/1018x49,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Lavender Kanjivaram Saree Model 197,Lavender,Georgette,L,137870,4.2,20048,779,Myntra,https://www.myntra.com/product/kanjivaram-saree-197,https://www.lorempixel.com/333/233,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Pink Kanjivaram Saree Model 198,Pink,Denim,Free Size,66871,4.6,10840,878,Myntra,https://www.myntra.com/product/kanjivaram-saree-198,https://www.lorempixel.com/856/266,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 199,Brown,Denim,XL,68309,4.5,9005,782,Myntra,https://www.myntra.com/product/kanjivaram-saree-199,https://www.lorempixel.com/251/929,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Kanjivaram Saree,Brown Kanjivaram Saree Model 200,Brown,Chiffon,XL,31741,4.5,14635,400,Myntra,https://www.myntra.com/product/kanjivaram-saree-200,https://placekitten.com/539/597,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Maroon Silk Saree Model 1,Maroon,Cotton,L,134240,4.1,17467,723,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-1,https://dummyimage.com/407x444,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Purple Silk Saree Model 2,Purple,Cotton,S,111161,4.3,8583,827,Ajio,https://www.ajio.com/product/silk-saree-2,https://placeimg.com/52/357/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Green Silk Saree Model 3,Green,Silk,XXL,149287,4.5,862,693,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-3,https://www.lorempixel.com/256/923,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Purple Silk Saree Model 4,Purple,Cotton,XS,75123,3.9,13575,328,Amazon,https://www.amazon.in/product/silk-saree-4,https://placekitten.com/848/151,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Red Silk Saree Model 5,Red,Polyester,XS,130084,3.6,12773,659,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-5,https://www.lorempixel.com/595/283,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Lavender Silk Saree Model 6,Lavender,Polyester,Free Size,83468,4.4,16854,230,Amazon,https://www.amazon.in/product/silk-saree-6,https://placeimg.com/669/565/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Cream Silk Saree Model 7,Cream,Cotton,XL,130284,4.2,21633,854,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-7,https://www.lorempixel.com/519/578,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Green Silk Saree Model 8,Green,Polyester,XL,15324,4.7,5282,474,Myntra,https://www.myntra.com/product/silk-saree-8,https://www.lorempixel.com/89/848,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Brown Silk Saree Model 9,Brown,Velvet,Free Size,61606,3.7,13968,250,Myntra,https://www.myntra.com/product/silk-saree-9,https://www.lorempixel.com/939/711,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Blue Silk Saree Model 10,Blue,Cotton,M,121667,3.6,22432,239,Ajio,https://www.ajio.com/product/silk-saree-10,https://dummyimage.com/25x475,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Peach Silk Saree Model 11,Peach,Organza,S,84327,4.2,640,504,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-11,https://www.lorempixel.com/678/130,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Orange Silk Saree Model 12,Orange,Silk,L,54189,4.3,12108,636,Flipkart,https://www.flipkart.com/product/silk-saree-12,https://placekitten.com/806/646,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Black Silk Saree Model 13,Black,Denim,XL,38044,4.3,24914,685,Myntra,https://www.myntra.com/product/silk-saree-13,https://dummyimage.com/225x350,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Black Silk Saree Model 14,Black,Net,XL,107209,4.2,14423,626,Flipkart,https://www.flipkart.com/product/silk-saree-14,https://placekitten.com/1001/999,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Yellow Silk Saree Model 15,Yellow,Denim,M,148525,4.6,10578,749,Myntra,https://www.myntra.com/product/silk-saree-15,https://placeimg.com/383/630/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Golden Silk Saree Model 16,Golden,Georgette,M,82409,4.5,8105,7,Flipkart,https://www.flipkart.com/product/silk-saree-16,https://www.lorempixel.com/86/807,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Cream Silk Saree Model 17,Cream,Chiffon,Free Size,21395,4.0,15994,757,Amazon,https://www.amazon.in/product/silk-saree-17,https://placekitten.com/838/159,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Pink Silk Saree Model 18,Pink,Silk,Free Size,83712,4.9,22042,684,Flipkart,https://www.flipkart.com/product/silk-saree-18,https://placekitten.com/37/617,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Golden Silk Saree Model 19,Golden,Denim,Free Size,123342,4.3,19705,68,Ajio,https://www.ajio.com/product/silk-saree-19,https://placekitten.com/765/605,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Yellow Silk Saree Model 20,Yellow,Silk,XS,115488,4.8,9662,7,Flipkart,https://www.flipkart.com/product/silk-saree-20,https://placeimg.com/861/696/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Yellow Silk Saree Model 21,Yellow,Georgette,XS,5639,4.7,1151,788,Ajio,https://www.ajio.com/product/silk-saree-21,https://www.lorempixel.com/941/354,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Silver Silk Saree Model 22,Silver,Cotton,XS,23985,4.1,15732,15,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-22,https://dummyimage.com/569x853,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Sky Blue Silk Saree Model 23,Sky Blue,Net,XL,146035,4.3,195,440,Ajio,https://www.ajio.com/product/silk-saree-23,https://placeimg.com/310/596/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Blue Silk Saree Model 24,Blue,Denim,Free Size,39490,4.3,1942,750,Myntra,https://www.myntra.com/product/silk-saree-24,https://placeimg.com/556/737/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,White Silk Saree Model 25,White,Linen,Free Size,90508,4.8,11165,45,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-25,https://placekitten.com/564/643,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Brown Silk Saree Model 26,Brown,Chiffon,L,80432,3.6,5494,572,Flipkart,https://www.flipkart.com/product/silk-saree-26,https://www.lorempixel.com/195/438,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Sky Blue Silk Saree Model 27,Sky Blue,Silk,XL,9117,4.6,19331,663,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-27,https://dummyimage.com/754x175,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Yellow Silk Saree Model 28,Yellow,Georgette,XXL,62754,4.0,10253,913,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-28,https://placekitten.com/329/365,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Yellow Silk Saree Model 29,Yellow,Organza,L,135225,4.2,11229,261,Amazon,https://www.amazon.in/product/silk-saree-29,https://www.lorempixel.com/261/1006,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Maroon Silk Saree Model 30,Maroon,Velvet,XL,95339,3.7,11030,834,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-30,https://dummyimage.com/160x382,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Black Silk Saree Model 31,Black,Linen,XXL,35481,4.9,6218,20,Ajio,https://www.ajio.com/product/silk-saree-31,https://www.lorempixel.com/203/55,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Purple Silk Saree Model 32,Purple,Net,Free Size,149770,4.4,5599,638,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-32,https://dummyimage.com/974x255,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Lavender Silk Saree Model 33,Lavender,Linen,L,138030,4.2,2305,849,Amazon,https://www.amazon.in/product/silk-saree-33,https://dummyimage.com/22x360,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Brown Silk Saree Model 34,Brown,Polyester,XS,16502,4.8,14470,668,Amazon,https://www.amazon.in/product/silk-saree-34,https://placekitten.com/451/291,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Silver Silk Saree Model 35,Silver,Georgette,S,90675,4.6,19293,395,Ajio,https://www.ajio.com/product/silk-saree-35,https://placeimg.com/472/366/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Green Silk Saree Model 36,Green,Chiffon,Free Size,98837,3.8,17727,734,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-36,https://placekitten.com/192/177,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Maroon Silk Saree Model 37,Maroon,Organza,Free Size,94989,4.1,6152,997,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-37,https://www.lorempixel.com/268/470,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Peach Silk Saree Model 38,Peach,Denim,XL,12597,4.8,23295,787,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-38,https://www.lorempixel.com/171/225,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Lavender Silk Saree Model 39,Lavender,Velvet,XS,140937,5.0,22959,310,Amazon,https://www.amazon.in/product/silk-saree-39,https://www.lorempixel.com/689/213,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Brown Silk Saree Model 40,Brown,Silk,M,85912,4.5,4467,709,Amazon,https://www.amazon.in/product/silk-saree-40,https://placeimg.com/704/691/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Golden Silk Saree Model 41,Golden,Organza,L,132662,3.6,5096,819,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-41,https://placekitten.com/711/908,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Black Silk Saree Model 42,Black,Organza,XS,3772,4.5,11870,504,Nykaa Fashion,https://www.nykaafashion.com/product/silk-saree-42,https://placekitten.com/789/261,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Orange Silk Saree Model 43,Orange,Rayon,M,25532,4.9,11987,763,Tata CLiQ,https://www.tatacliq.com/product/silk-saree-43,https://www.lorempixel.com/355/694,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Silk Saree,Peach Silk Saree Model 44,Peach,Georgette,XXL,138886,4.8,10297,204,Flipkart,https://www.flipkart.com/product/silk-saree-44,https://dummyimage.com/459x605,https://www.youtube.com/watch?v=dQw4w9WgXcQ
